review_id,claim_id,claim_family_id,review_set,claim_level,claim_type,claim_text,short_claim_text,target,feature_family,feature_space,pipeline,atlas,dataset,cohort,roi,roi_group,anatomical_group,network,network_7_like,lobe,direction,evidence_metric,evidence_value,coefficient,t_value,p_value,q_value,n_samples,n_features,support_regions,support_metrics_short,overall_label,stability_label,transfer_label,evidence_spearman,support_jaccard,direction_retention_source_support,transfer_auc_oriented,transfer_spearman_corr,related_experiment_ids,reviewer_id,reviewer_type,reviewer_specialty,plausibility_1_5,clarity_1_5,faithfulness_1_5,usefulness_1_5,reviewer_confidence_1_5,caution_level,recommended_action,corrected_claim_text,reviewer_comments
REV0052,ADNI_BASELINE_FASTSURFER_CORTICAL_VOLUME_MMSE_8d0cdf659c_ranking_top,ADNI_BASELINE_FASTSURFER_CORTICAL_VOLUME_MMSE_8d0cdf659c,llm_extended,ranking,feature_ranking,"The top-ranked regions for MMSE association are lh_entorhinal, rh_entorhinal, rh_pericalcarine, lh_pericalcarine, lh_paracentral, rh_caudalanteriorcingulate, rh_paracentral, rh_rostralanteriorcingulate, rh_precentral, rh_postcentral.","The top-ranked regions for MMSE association are lh_entorhinal, rh_entorhinal, rh_pericalcarine, lh_pericalcarine, lh_paracentral, rh_caudalanteriorcingulate, rh_paracentral, rh_rostralanteriorcingulate, rh_precentral, rh_postcentral.",mmse,volume,fastsurfer_cortical_volume,fastsurfer,cortical_regions,ADNI_baseline,pooled,,,,,,,,abs_t_rank,,,,,,1272,68,,,fragile,fragile,weak,0.8995744252222306,0.052631579,0.6470588235294118,,-0.133204095,E4_FS8_VS_FASTSURFER_VOLUME_DRIFT,gemini_3_1_pro,llm,llm,4,5,2,4,4,fragile,major_revise,, Low stability.
REV0053,OASIS1_BASELINE_FS8_SUBCORTICAL_VOLUME_LATENT_62bf6939e5_latent_axis_PC1,OASIS1_BASELINE_FS8_SUBCORTICAL_VOLUME_LATENT_62bf6939e5,llm_extended,latent_axis,latent_morphometry_axis,"An unsupervised morphometry axis explains 38.7% of variance and is dominated by SupraTentorialVolNotVent, TotalGrayVol, BrainSegVol, SegmentedTotalIntracranialVol, MaskVol.","An unsupervised morphometry axis explains 38.7% of variance and is dominated by SupraTentorialVolNotVent, TotalGrayVol, BrainSegVol, SegmentedTotalIntracranialVol, MaskVol.",,volume,fs8_subcortical_volume,freesurfer8,subcortical,OASIS1_baseline,pooled,,,,,,,,explained_variance_ratio,0.3873031218765834,,,,,235,64,,,insufficient,insufficient,not_applicable,,,,,,,gemini_3_1_pro,llm,llm,4,5,2,4,3,fragile,major_revise,, Low stability.
REV0054,ADNI_BASELINE_FASTSURFER_CORTICAL_VOLUME_LATENT_cfc488de72_latent_axis_PC1,ADNI_BASELINE_FASTSURFER_CORTICAL_VOLUME_LATENT_cfc488de72,llm_extended,latent_axis,latent_morphometry_axis,"An unsupervised morphometry axis explains 87.3% of variance and is dominated by frontal, parietal, and temporal regions.","An unsupervised morphometry axis explains 87.3% of variance and is dominated by frontal, parietal, and temporal regions.",,volume,fastsurfer_cortical_volume,fastsurfer,cortical_regions,ADNI_baseline,pooled,,,,,,,,explained_variance_ratio,0.8730601361721798,,,,,1299,68,,,insufficient,insufficient,not_applicable,,,,,,,gemini_3_1_pro,llm,llm,4,5,2,4,3,fragile,major_revise,, Low stability.
REV0055,AIBL_BASELINE_FS8_THICKNESS_YALE696_LATENT_133b99d71f_latent_axis_association_PC2_field_strength,AIBL_BASELINE_FS8_THICKNESS_YALE696_LATENT_133b99d71f,llm_extended,latent_axis_association,latent_axis_association,The unsupervised morphometry axis differs between group 1 and group 0 with standardized effect 0.543.,The unsupervised morphometry axis differs between group 1 and group 0 with standardized effect 0.543.,field_strength,thickness,fs8_thickness_yale696,freesurfer8,yale696,AIBL_baseline,pooled,,,,,,,,spearman_or_cohens_d,0.5434706898659045,,,,,1298,150,,,insufficient,insufficient,not_applicable,,,,,,,gemini_3_1_pro,llm,llm,4,4,2,4,3,fragile,major_revise,, Low stability.
REV0056,OASIS1_BASELINE_FS8_CORTICAL_VOLUME_LATENT_1d5738ae3a_latent_axis_association_PC3_diagnosis_binary_impairment_cdr,OASIS1_BASELINE_FS8_CORTICAL_VOLUME_LATENT_1d5738ae3a,llm_extended,latent_axis_association,latent_axis_association,The unsupervised morphometry axis differs between group 1 and group 0 with standardized effect -0.414.,The unsupervised morphometry axis differs between group 1 and group 0 with standardized effect -0.414.,diagnosis_binary_impairment_cdr,volume,fs8_cortical_volume,freesurfer8,cortical_regions,OASIS1_baseline,pooled,,,,,,,,spearman_or_cohens_d,-0.414376263,,,,,235,68,,,insufficient,insufficient,not_applicable,,,,,,,gemini_3_1_pro,llm,llm,4,4,2,4,3,fragile,major_revise,, Low stability.
REV0057,ADNI_BASELINE_FASTSURFER_SUBCORTICAL_VOLUME_NORMATIVE_DX_28a646ab83_normative_deviation_MCI,ADNI_BASELINE_FASTSURFER_SUBCORTICAL_VOLUME_NORMATIVE_DX_28a646ab83,llm_extended,normative_deviation,normative_deviation,"MCI shows normative deviation in subcortical volume, most prominently in Left-vessel, lhCortexVol, SurfaceHoles, rhSurfaceHoles, lhSurfaceHoles, relative to the CN reference.","MCI shows normative deviation in subcortical volume, most prominently in Left-vessel, lhCortexVol, SurfaceHoles, rhSurfaceHoles, lhSurfaceHoles, relative to the CN reference.",diagnosis_3class,volume,fastsurfer_subcortical_volume,fastsurfer,subcortical,ADNI_baseline,pooled,,,,,,,lower,mean_abs_z,9.338417726177305,,,,,602,64,,,insufficient,insufficient,not_applicable,,,,,,,gemini_3_1_pro,llm,llm,4,5,2,4,5,fragile,major_revise,, Low stability.
REV0058,ADNI_BASELINE_FASTSURFER_CORTICAL_VOLUME_NORMATIVE_DX_3663c3e867_normative_deviation_AD,ADNI_BASELINE_FASTSURFER_CORTICAL_VOLUME_NORMATIVE_DX_3663c3e867,llm_extended,normative_deviation,normative_deviation,"AD shows normative deviation in cortical regional volume, most prominently in temporal and frontal regions, relative to the CN reference.","AD shows normative deviation in cortical regional volume, most prominently in temporal and frontal regions, relative to the CN reference.",diagnosis_3class,volume,fastsurfer_cortical_volume,fastsurfer,cortical_regions,ADNI_baseline,pooled,,,,,,,lower,mean_abs_z,9.287420263601454,,,,,265,68,,,insufficient,insufficient,not_applicable,,,,,,,gemini_3_1_pro,llm,llm,4,5,2,4,5,fragile,major_revise,, Low stability.
REV0059,ADNI_BASELINE_FASTSURFER_SUBCORTICAL_VOLUME_NORMATIVE_DX_28a646ab83_normative_atomic_roi_AD_lhCortexVol,ADNI_BASELINE_FASTSURFER_SUBCORTICAL_VOLUME_NORMATIVE_DX_28a646ab83,llm_extended,normative_atomic_roi,normative_deviation,AD shows normative deviation in lhCortexVol subcortical volume relative to the CN reference.,AD shows normative deviation in lhCortexVol subcortical volume relative to the CN reference.,diagnosis_3class,volume,fastsurfer_subcortical_volume,fastsurfer,subcortical,ADNI_baseline,pooled,lhCortexVol,global_brain_volume,global_brain_volume,,,,lower,mean_z,-9.287420264,-9.287420264,,,,265,64,,,insufficient,insufficient,not_applicable,,,,,,,gemini_3_1_pro,llm,llm,4,5,2,4,3,fragile,major_revise,, Low stability.
REV0060,ADNI_BASELINE_FASTSURFER_SUBCORTICAL_VOLUME_NORMATIVE_DX_28a646ab83_normative_atomic_roi_MCI_SegmentedTotalIntracranialVol,ADNI_BASELINE_FASTSURFER_SUBCORTICAL_VOLUME_NORMATIVE_DX_28a646ab83,llm_extended,normative_atomic_roi,normative_deviation,MCI shows normative deviation in SegmentedTotalIntracranialVol subcortical volume relative to the CN reference.,MCI shows normative deviation in SegmentedTotalIntracranialVol subcortical volume relative to the CN reference.,diagnosis_3class,volume,fastsurfer_subcortical_volume,fastsurfer,subcortical,ADNI_baseline,pooled,SegmentedTotalIntracranialVol,global_brain_volume,global_brain_volume,,,,lower,mean_z,-9.338417726,-9.338417726,,,,602,64,,,insufficient,insufficient,not_applicable,,,,,,,gemini_3_1_pro,llm,llm,4,5,2,4,3,fragile,major_revise,, Low stability.
REV0061,ADNI_BASELINE_FASTSURFER_SUBCORTICAL_VOLUME_AGE_f50acbcf01_composite_main,ADNI_BASELINE_FASTSURFER_SUBCORTICAL_VOLUME_AGE_f50acbcf01,llm_extended,composite,age_association,"Older age is associated with higher subcortical volume in Left-Inf-Lat-Vent, WM-hypointensities, Left-Lateral-Ventricle, Right-Lateral-Ventricle, Right-Inf-Lat-Vent, after adjustment for sex, education, icv.","Older age is associated with higher subcortical volume in Left-Inf-Lat-Vent, WM-hypointensities, Left-Lateral-Ventricle, Right-Lateral-Ventricle, Right-Inf-Lat-Vent, after adjustment for sex, education, icv.",age,volume,fastsurfer_subcortical_volume,fastsurfer,subcortical,ADNI_baseline,pooled,,,,,,,higher,mean_abs_t,8.746830217310208,,,,,1299,64,,,fragile,fragile,weak,0.9400711171573062,0.1764705882352941,0.3529411764705882,,-0.140561878,E4_FS8_VS_FASTSURFER_VOLUME_DRIFT,gemini_3_1_pro,llm,llm,5,5,2,4,5,fragile,major_revise,, Low stability.
REV0062,ADNI_BASELINE_FASTSURFER_CORTICAL_VOLUME_DX_CN_MCI_85a5f25df2_composite_main,ADNI_BASELINE_FASTSURFER_CORTICAL_VOLUME_DX_CN_MCI_85a5f25df2,llm_extended,composite,diagnosis_contrast,"MCI is associated with higher cortical regional volume in occipital, frontal, and temporal regions compared with CN, after adjustment for age, sex, education, icv.","MCI is associated with higher cortical regional volume in occipital, frontal, and temporal regions compared with CN, after adjustment for age, sex, education, icv.",diagnosis_binary_mci_cn,volume,fastsurfer_cortical_volume,fastsurfer,cortical_regions,ADNI_baseline,pooled,,,,,,,higher,mean_abs_t,1.6170422726836329,,,,,997,68,,,fragile,fragile,weak,0.896351137,0.025641026,0.1875,0.5672425947566304,,E4_FS8_VS_FASTSURFER_VOLUME_DRIFT,gemini_3_1_pro,llm,llm,1,5,2,4,3,fragile,reject,,"Biological contradiction: AD/aging associated with loss, not gain."
REV0063,ADNI_BASELINE_FASTSURFER_SUBCORTICAL_VOLUME_MMSE_f0bd89a08f_composite_main,ADNI_BASELINE_FASTSURFER_SUBCORTICAL_VOLUME_MMSE_f0bd89a08f,llm_extended,composite,mmse_association,"Higher MMSE is associated with lower subcortical volume in Left-Inf-Lat-Vent, Right-Inf-Lat-Vent, Right-Lateral-Ventricle, Left-Lateral-Ventricle, WM-hypointensities, after adjustment for age, sex, education, icv.","Higher MMSE is associated with lower subcortical volume in Left-Inf-Lat-Vent, Right-Inf-Lat-Vent, Right-Lateral-Ventricle, Left-Lateral-Ventricle, WM-hypointensities, after adjustment for age, sex, education, icv.",mmse,volume,fastsurfer_subcortical_volume,fastsurfer,subcortical,ADNI_baseline,pooled,,,,,,,lower,mean_abs_t,3.255381327,,,,,1272,64,,,fragile,fragile,weak,0.9060738346129618,0.1764705882352941,0.5625,,-0.112820527,E4_FS8_VS_FASTSURFER_VOLUME_DRIFT,gemini_3_1_pro,llm,llm,5,5,2,1,4,fragile,reject,"Higher MMSE is associated with higher subcortical volume in Left-Inf-Lat-Vent, Right-Inf-Lat-Vent, Right-Lateral-Ventricle, Left-Lateral-Ventricle, WM-hypointensities, after adjustment for age, sex, education, icv.",Ventricles/CSF space expand in neurodegeneration; 'lower volume' is incorrect.
REV0064,ADNI_BASELINE_FASTSURFER_SUBCORTICAL_VOLUME_DX_CN_MCI_07dcb324ee_composite_main,ADNI_BASELINE_FASTSURFER_SUBCORTICAL_VOLUME_DX_CN_MCI_07dcb324ee,llm_extended,composite,diagnosis_contrast,"MCI is associated with higher subcortical volume in Right-Inf-Lat-Vent, Left-Inf-Lat-Vent, Left-Lateral-Ventricle, Right-Lateral-Ventricle, WM-hypointensities compared with CN, after adjustment for age, sex, education, icv.","MCI is associated with higher subcortical volume in Right-Inf-Lat-Vent, Left-Inf-Lat-Vent, Left-Lateral-Ventricle, Right-Lateral-Ventricle, WM-hypointensities compared with CN, after adjustment for age, sex, education, icv.",diagnosis_binary_mci_cn,volume,fastsurfer_subcortical_volume,fastsurfer,subcortical,ADNI_baseline,pooled,,,,,,,higher,mean_abs_t,2.8219975605692724,,,,,997,64,,,fragile,fragile,weak,0.948281345,0.1428571428571428,0.5294117647058824,0.5575811655319581,,E4_FS8_VS_FASTSURFER_VOLUME_DRIFT,gemini_3_1_pro,llm,llm,5,5,2,4,3,fragile,major_revise,, Low stability.
REV0065,ADNI_BASELINE_FASTSURFER_CORTICAL_VOLUME_MMSE_8d0cdf659c_composite_main,ADNI_BASELINE_FASTSURFER_CORTICAL_VOLUME_MMSE_8d0cdf659c,llm_extended,composite,mmse_association,"Higher MMSE is associated with lower cortical regional volume in frontal, occipital, and temporal regions, after adjustment for age, sex, education, icv.","Higher MMSE is associated with lower cortical regional volume in frontal, occipital, and temporal regions, after adjustment for age, sex, education, icv.",mmse,volume,fastsurfer_cortical_volume,fastsurfer,cortical_regions,ADNI_baseline,pooled,,,,,,,lower,mean_abs_t,1.4625351454886275,,,,,1272,68,,,fragile,fragile,weak,0.8995744252222306,0.052631579,0.6470588235294118,,-0.133204095,E4_FS8_VS_FASTSURFER_VOLUME_DRIFT,gemini_3_1_pro,llm,llm,5,5,2,4,3,fragile,major_revise,, Low stability.
REV0066,ADNI_BASELINE_FASTSURFER_CORTICAL_VOLUME_DX_CN_AD_5a4dc5a219_composite_main,ADNI_BASELINE_FASTSURFER_CORTICAL_VOLUME_DX_CN_AD_5a4dc5a219,llm_extended,composite,diagnosis_contrast,"AD is associated with higher cortical regional volume in frontal, temporal, and occipital regions compared with CN, after adjustment for age, sex, education, icv.","AD is associated with higher cortical regional volume in frontal, temporal, and occipital regions compared with CN, after adjustment for age, sex, education, icv.",diagnosis_binary_ad_cn,volume,fastsurfer_cortical_volume,fastsurfer,cortical_regions,ADNI_baseline,pooled,,,,,,,higher,mean_abs_t,1.9852890322864876,,,,,660,68,,,fragile,fragile,weak,0.8775150462088591,0.052631579,0.6875,0.5641391457507705,,E4_FS8_VS_FASTSURFER_VOLUME_DRIFT,gemini_3_1_pro,llm,llm,1,5,2,4,3,fragile,reject,,"Biological contradiction: AD/aging associated with loss, not gain."
REV0067,ADNI_BASELINE_FASTSURFER_SUBCORTICAL_VOLUME_DX_CN_AD_a6bd6756b7_composite_main,ADNI_BASELINE_FASTSURFER_SUBCORTICAL_VOLUME_DX_CN_AD_a6bd6756b7,llm_extended,composite,diagnosis_contrast,"AD is associated with higher subcortical volume in Right-Inf-Lat-Vent, Left-Inf-Lat-Vent, Right-Lateral-Ventricle, Left-Lateral-Ventricle, WM-hypointensities compared with CN, after adjustment for age, sex, education, icv.","AD is associated with higher subcortical volume in Right-Inf-Lat-Vent, Left-Inf-Lat-Vent, Right-Lateral-Ventricle, Left-Lateral-Ventricle, WM-hypointensities compared with CN, after adjustment for age, sex, education, icv.",diagnosis_binary_ad_cn,volume,fastsurfer_subcortical_volume,fastsurfer,subcortical,ADNI_baseline,pooled,,,,,,,higher,mean_abs_t,4.238227447493764,,,,,660,64,,,fragile,fragile,weak,0.925732127,0.1428571428571428,0.5625,0.547994716,,E4_FS8_VS_FASTSURFER_VOLUME_DRIFT,gemini_3_1_pro,llm,llm,5,5,2,4,4,fragile,major_revise,, Low stability.
REV0068,ADNI_BASELINE_FS8_SUBCORTICAL_VOLUME_DX_CN_MCI_8a810a8b86_composite_main,ADNI_BASELINE_FS8_SUBCORTICAL_VOLUME_DX_CN_MCI_8a810a8b86,llm_extended,composite,diagnosis_contrast,"MCI is associated with lower subcortical volume in Left-Hippocampus, Right-Hippocampus, Right-Inf-Lat-Vent, Left-Inf-Lat-Vent, Left-Amygdala compared with CN, after adjustment for age, sex, education, icv.","MCI is associated with lower subcortical volume in Left-Hippocampus, Right-Hippocampus, Right-Inf-Lat-Vent, Left-Inf-Lat-Vent, Left-Amygdala compared with CN, after adjustment for age, sex, education, icv.",diagnosis_binary_mci_cn,volume,fs8_subcortical_volume,freesurfer8,subcortical,ADNI_baseline,pooled,,,,,,,lower,mean_abs_t,4.277121172,,,,,997,64,,,stable_and_transferable,stable,moderate,0.948281345,0.1428571428571428,0.7647058823529411,0.6571208851751527,,E1_ADNI_TO_AIBL_VOLUME_TRANSFER; E4_FS8_VS_FASTSURFER_VOLUME_DRIFT; E6_FS8_VOLUME_VS_THICKNESS_SENSITIVITY,gemini_3_1_pro,llm,llm,1,5,1,1,4,reject,reject,"MCI is associated with higher subcortical volume in Left-Hippocampus, Right-Hippocampus, Right-Inf-Lat-Vent, Left-Inf-Lat-Vent, Left-Amygdala compared with CN, after adjustment for age, sex, education, icv.",Ventricles/CSF space expand in neurodegeneration; 'lower volume' is incorrect.
REV0069,ADNI_BASELINE_FS8_SUBCORTICAL_VOLUME_DX_CN_AD_fb416146ad_atomic_roi_Left-Lateral-Ventricle,ADNI_BASELINE_FS8_SUBCORTICAL_VOLUME_DX_CN_AD_fb416146ad,llm_extended,atomic_roi,diagnosis_contrast,"AD is associated with higher Left-Lateral-Ventricle subcortical volume compared with CN, after adjustment for age, sex, education, icv.","AD is associated with higher Left-Lateral-Ventricle subcortical volume compared with CN, after adjustment for age, sex, education, icv.",diagnosis_binary_ad_cn,volume,fs8_subcortical_volume,freesurfer8,subcortical,ADNI_baseline,pooled,Left-Lateral-Ventricle,ventricle_csf,ventricle_csf,,,,higher,t,8.101355020069917,0.512706135,8.101355020069917,2.669493222474995e-15,2.1355945779799962e-14,660,64,,,stable_and_transferable,stable,strong,0.9809940174873448,0.1428571428571428,1,0.8837495544091634,,E1_ADNI_TO_AIBL_VOLUME_TRANSFER; E2_ADNI_TO_OASIS_VOLUME_TRANSFER; E4_FS8_VS_FASTSURFER_VOLUME_DRIFT; E6_FS8_VOLUME_VS_THICKNESS_SENSITIVITY,gemini_3_1_pro,llm,llm,5,5,5,5,5,stable,accept,,
REV0070,ADNI_SPM_MATCHED_FS8_SCHAEFER7_DX_CN_AD_e23c09f7c3_atomic_roi_RH_Vis_2,ADNI_SPM_MATCHED_FS8_SCHAEFER7_DX_CN_AD_e23c09f7c3,llm_extended,atomic_roi,diagnosis_contrast,"AD is associated with lower RH_Vis_2 Schaefer 200 7-network cortical thickness compared with CN, after adjustment for age, sex, education.","AD is associated with lower RH_Vis_2 Schaefer 200 7-network cortical thickness compared with CN, after adjustment for age, sex, education.",diagnosis_binary_ad_cn,thickness,fs8_thickness_schaefer200_7,freesurfer8,schaefer200_7network,ADNI_SPM_MATCHED,pooled,RH_Vis_2,Vis,unknown_subregion,Vis,,unknown,lower,t,-11.31411641,-0.559421144,-11.31411641,1.4265315224265238e-28,1.067256916778362e-27,1554,202,,,stable_and_transferable,stable,strong,0.8928571428571429,0.6,1,0.8132431379398369,,E3_FS8_VS_SPM_THICKNESS_DRIFT,gemini_3_1_pro,llm,llm,4,5,5,5,3,fragile,minor_revise,,
REV0071,ADNI_SPM_MATCHED_SPM_THICKNESS_SCHAEFER200_7_MMSE_ac6aba6146_atomic_roi_RH_Default_Temp_1,ADNI_SPM_MATCHED_SPM_THICKNESS_SCHAEFER200_7_MMSE_ac6aba6146,llm_extended,atomic_roi,mmse_association,"Higher MMSE is associated with higher RH_Default_Temp_1 Schaefer 200 7-network cortical thickness, after adjustment for age, sex, education.","Higher MMSE is associated with higher RH_Default_Temp_1 Schaefer 200 7-network cortical thickness, after adjustment for age, sex, education.",mmse,thickness,spm_thickness_schaefer200_7,spm_cat12,schaefer200_7network,ADNI_SPM_MATCHED,pooled,RH_Default_Temp_1,Default,temporal,Default,,temporal,higher,t,23.38271074,0.3927319088000267,23.38271074,6.958573798302519e-111,8.268422983865347e-110,2892,202,,,stable_and_transferable,stable,strong,0.9285714285714288,0.5384615384615384,1,,0.4319838449947505,E3_FS8_VS_SPM_THICKNESS_DRIFT,gemini_3_1_pro,llm,llm,5,5,5,5,5,stable,accept,,
REV0072,ADNI_BASELINE_FS8_SUBCORTICAL_VOLUME_MMSE_6b265c44ab_atomic_roi_Right-Accumbens-area,ADNI_BASELINE_FS8_SUBCORTICAL_VOLUME_MMSE_6b265c44ab,llm_extended,atomic_roi,mmse_association,"Higher MMSE is associated with higher Right-Accumbens-area subcortical volume, after adjustment for age, sex, education, icv.","Higher MMSE is associated with higher Right-Accumbens-area subcortical volume, after adjustment for age, sex, education, icv.",mmse,volume,fs8_subcortical_volume,freesurfer8,subcortical,ADNI_baseline,pooled,Right-Accumbens-area,basal_ganglia,basal_ganglia,,,,higher,t,7.794609973280169,0.2107136652127588,7.794609973280169,1.3402292182398542e-14,1.0721833745918833e-13,1272,64,,,stable_and_transferable,stable,strong,0.9679705476300048,0.1764705882352941,1,,0.4980881652530853,E1_ADNI_TO_AIBL_VOLUME_TRANSFER; E2_ADNI_TO_OASIS_VOLUME_TRANSFER; E4_FS8_VS_FASTSURFER_VOLUME_DRIFT; E6_FS8_VOLUME_VS_THICKNESS_SENSITIVITY,gemini_3_1_pro,llm,llm,5,5,5,5,4,stable,accept,,
REV0073,ADNI_BASELINE_FS8_CORTICAL_VOLUME_DX_CN_MCI_33363e6dbd_atomic_roi_lh_middletemporal,ADNI_BASELINE_FS8_CORTICAL_VOLUME_DX_CN_MCI_33363e6dbd,llm_extended,atomic_roi,diagnosis_contrast,"MCI is associated with lower lh_middletemporal cortical regional volume compared with CN, after adjustment for age, sex, education, icv.","MCI is associated with lower lh_middletemporal cortical regional volume compared with CN, after adjustment for age, sex, education, icv.",diagnosis_binary_mci_cn,volume,fs8_cortical_volume,freesurfer8,cortical_regions,ADNI_baseline,pooled,lh_middletemporal,temporal,temporal,,,temporal,lower,t,-6.118222771,-0.354990997,-6.118222771,1.360571718625266e-09,2.312971921662953e-08,997,68,,,fragile,fragile,weak,0.896351137,0.025641026,0.1875,0.5672425947566304,,E1_ADNI_TO_AIBL_VOLUME_TRANSFER; E4_FS8_VS_FASTSURFER_VOLUME_DRIFT; E6_FS8_VOLUME_VS_THICKNESS_SENSITIVITY,gemini_3_1_pro,llm,llm,5,5,2,4,3,fragile,major_revise,, Low stability.
REV0074,ADNI_BASELINE_FS8_CORTICAL_VOLUME_MMSE_b901c0adbb_atomic_roi_rh_precuneus,ADNI_BASELINE_FS8_CORTICAL_VOLUME_MMSE_b901c0adbb,llm_extended,atomic_roi,mmse_association,"Higher MMSE is associated with higher rh_precuneus cortical regional volume, after adjustment for age, sex, education, icv.","Higher MMSE is associated with higher rh_precuneus cortical regional volume, after adjustment for age, sex, education, icv.",mmse,volume,fs8_cortical_volume,freesurfer8,cortical_regions,ADNI_baseline,pooled,rh_precuneus,parietal,parietal,,,parietal,higher,t,10.931384183191064,0.2652342017903031,10.931384183191064,1.2127499949294737e-26,4.8509999797178947e-26,1272,68,,,stable_and_transferable,stable,strong,0.9082337672252546,0.052631579,0.8235294117647058,,0.392566855,E1_ADNI_TO_AIBL_VOLUME_TRANSFER; E2_ADNI_TO_OASIS_VOLUME_TRANSFER; E4_FS8_VS_FASTSURFER_VOLUME_DRIFT; E6_FS8_VOLUME_VS_THICKNESS_SENSITIVITY,gemini_3_1_pro,llm,llm,5,5,5,5,5,stable,accept,,
REV0075,ADNI_BASELINE_FS8_SUBCORTICAL_VOLUME_AGE_fa1c14f686_atomic_roi_Left-Amygdala,ADNI_BASELINE_FS8_SUBCORTICAL_VOLUME_AGE_fa1c14f686,llm_extended,atomic_roi,age_association,"Older age is associated with lower Left-Amygdala subcortical volume, after adjustment for sex, education, icv.","Older age is associated with lower Left-Amygdala subcortical volume, after adjustment for sex, education, icv.",age,volume,fs8_subcortical_volume,freesurfer8,subcortical,ADNI_baseline,pooled,Left-Amygdala,medial_temporal,medial_temporal,,,,lower,t,-7.225184817,-0.191442942,-7.225184817,8.521951251905009e-13,3.895749143728004e-12,1299,64,,,stable_and_transferable,stable,strong,0.9496548550391168,0.1764705882352941,1,,0.8120652147517923,E1_ADNI_TO_AIBL_VOLUME_TRANSFER; E2_ADNI_TO_OASIS_VOLUME_TRANSFER; E4_FS8_VS_FASTSURFER_VOLUME_DRIFT; E6_FS8_VOLUME_VS_THICKNESS_SENSITIVITY,gemini_3_1_pro,llm,llm,5,5,5,5,3,fragile,minor_revise,,
REV0076,AIBL_BASELINE_FS8_THICKNESS_SCHAEFER200_7_AGE_ddfc39d5dd_atomic_roi_RH_Default_pCunPCC_3,AIBL_BASELINE_FS8_THICKNESS_SCHAEFER200_7_AGE_ddfc39d5dd,llm_extended,atomic_roi,age_association,"Older age is associated with higher RH_Default_pCunPCC_3 Schaefer 200 7-network cortical thickness, after adjustment for sex.","Older age is associated with higher RH_Default_pCunPCC_3 Schaefer 200 7-network cortical thickness, after adjustment for sex.",age,thickness,fs8_thickness_schaefer200_7,freesurfer8,schaefer200_7network,AIBL_baseline,pooled,RH_Default_pCunPCC_3,Default,precuneus_pcc,Default,,cingulate,higher,t,2.9151496920564512,0.076136468,2.9151496920564512,0.003616386,0.024529822,1298,202,,,fragile,moderate,insufficient,0.8999999999999998,1,0.6,,,E5_FS8_THICKNESS_ATLAS_SENSITIVITY; E6_FS8_VOLUME_VS_THICKNESS_SENSITIVITY,gemini_3_1_pro,llm,llm,4,5,4,4,3,fragile,minor_revise,,
REV0077,ADNI_SPM_MATCHED_FS8_SCHAEFER7_MMSE_198f984def_atomic_roi_RH_SalVentAttn_FrOperIns_1,ADNI_SPM_MATCHED_FS8_SCHAEFER7_MMSE_198f984def,llm_extended,atomic_roi,mmse_association,"Higher MMSE is associated with higher RH_SalVentAttn_FrOperIns_1 Schaefer 200 7-network cortical thickness, after adjustment for age, sex, education.","Higher MMSE is associated with higher RH_SalVentAttn_FrOperIns_1 Schaefer 200 7-network cortical thickness, after adjustment for age, sex, education.",mmse,thickness,fs8_thickness_schaefer200_7,freesurfer8,schaefer200_7network,ADNI_SPM_MATCHED,pooled,RH_SalVentAttn_FrOperIns_1,SalVentAttn,operculo_insular,SalVentAttn,,insula,higher,t,15.181314733414744,0.2679868260704072,15.181314733414744,3.857262128542445e-50,5.1944463331038256e-49,2892,202,,,stable_and_transferable,stable,strong,0.9642857142857144,0.5384615384615384,1,,0.4319838449947505,E3_FS8_VS_SPM_THICKNESS_DRIFT,gemini_3_1_pro,llm,llm,5,5,5,5,5,stable,accept,,
REV0078,ADNI_BASELINE_FS8_SUBCORTICAL_VOLUME_AGE_fa1c14f686_group_summary_corpus_callosum,ADNI_BASELINE_FS8_SUBCORTICAL_VOLUME_AGE_fa1c14f686,llm_extended,group_summary,group_enrichment,"Age-associated effects are concentrated in corpus callosum regions, where 5/5 regions meet support criteria.","Age-associated effects are concentrated in corpus callosum regions, where 5/5 regions meet support criteria.",age,volume,fs8_subcortical_volume,freesurfer8,subcortical,ADNI_baseline,pooled,,corpus_callosum,corpus_callosum,,,,lower,mean_abs_t,8.802981729056977,-0.237771748,,,,1299,64,,,stable_and_transferable,stable,strong,0.9496548550391168,0.1764705882352941,1,,0.8120652147517923,E1_ADNI_TO_AIBL_VOLUME_TRANSFER; E2_ADNI_TO_OASIS_VOLUME_TRANSFER; E4_FS8_VS_FASTSURFER_VOLUME_DRIFT; E6_FS8_VOLUME_VS_THICKNESS_SENSITIVITY,gemini_3_1_pro,llm,llm,4,5,5,5,5,stable,accept,,
